10:33:12,921 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback-test.xml]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Could NOT find resource [logback.groovy]
10:33:12,923 |-INFO in ch.qos.logback.classic.LoggerContext[default] - Found resource [logback.xml] at [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml]
10:33:12,956 |-INFO in ch.qos.logback.core.joran.spi.ConfigurationWatchList@5fa7e7ff - URL [jar:file:/home/javaUser/disciplinary/uds-web-api/uds-web-api-V1.0.1.B.3.jar!/BOOT-INF/classes!/logback.xml] is not of type file
10:33:13,053 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - debug attribute not set
10:33:13,072 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.ConsoleAppender]
10:33:13,077 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [CONSOLE]
10:33:13,087 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,155 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [ch.qos.logback.core.rolling.RollingFileAppender]
10:33:13,161 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [FILE]
10:33:13,188 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - No compression will be used
10:33:13,190 |-INFO in c.q.l.core.rolling.TimeBasedRollingPolicy@1177096266 - Will use the pattern log/uds-web-api.%d{yyyy-MM-dd}.%i.log for the active file
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - The date pattern is 'yyyy-MM-dd' from file name pattern 'log/uds-web-api.%d{yyyy-MM-dd}.%i.log'.
10:33:13,194 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Roll-over at midnight.
10:33:13,198 |-INFO in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - Setting initial period to Thu Apr 29 10:33:13 CST 2021
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - SizeAndTimeBasedFNATP is deprecated. Use SizeAndTimeBasedRollingPolicy instead
10:33:13,199 |-WARN in ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP@27f8302d - For more information see http://logback.qos.ch/manual/appenders.html#SizeAndTimeBasedRollingPolicy
10:33:13,202 |-INFO in ch.qos.logback.core.joran.action.NestedComplexPropertyIA - Assuming default type [ch.qos.logback.classic.encoder.PatternLayoutEncoder] for [encoder] property
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - Active log file name: log/uds-web-api.2021-04-29.0.log
10:33:13,204 |-INFO in ch.qos.logback.core.rolling.RollingFileAppender[FILE] - File property is set to [null]
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [com.cetc28] to INFO
10:33:13,206 |-INFO in ch.qos.logback.classic.joran.action.RootLoggerAction - Setting level of ROOT logger to INFO
10:33:13,206 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [FILE] to Logger[ROOT]
10:33:13,207 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - End of configuration.
10:33:13,208 |-INFO in ch.qos.logback.classic.joran.JoranConfigurator@4d76f3f8 - Registering current configuration as safe fallback point


  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
11:13:23.618 [http-nio-8382-exec-5] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:23.619 [http-nio-8382-exec-5] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 李秀龙(String), 李秀龙(String)
11:13:23.658 [http-nio-8382-exec-5] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 1
11:13:24.335 [http-nio-8382-exec-2] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:24.335 [http-nio-8382-exec-2] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 李秀(String), 李秀(String)
11:13:24.393 [http-nio-8382-exec-2] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 4
11:13:24.957 [http-nio-8382-exec-7] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:24.957 [http-nio-8382-exec-7] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 李(String), 李(String)
11:13:24.996 [http-nio-8382-exec-7] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 518
11:13:25.337 [http-nio-8382-exec-3] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==>  Preparing: select org_id, org_code, org_name, parent_id, parent_code,org_sort from t_org where org_state = 1 order by org_sort 
11:13:25.337 [http-nio-8382-exec-3] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==> Parameters: 
11:13:25.348 [http-nio-8382-exec-3] DEBUG c.l.u.d.OrganizationDao.orgTreeList - <==      Total: 419
11:13:29.427 [http-nio-8382-exec-1] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:29.428 [http-nio-8382-exec-1] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 李秀龙(String), 李秀龙(String)
11:13:29.459 [http-nio-8382-exec-1] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 1
11:13:31.466 [http-nio-8382-exec-10] DEBUG c.l.u.d.L.selectNeedFillTask_COUNT - ==>  Preparing: SELECT count(0) FROM lzjs_work_release a INNER JOIN lzjs_work_reporter b ON a.id = b.release_id WHERE a.task_state = 1 AND b.rep_code = ? AND a.task_type = ? 
11:13:31.466 [http-nio-8382-exec-10] DEBUG c.l.u.d.L.selectNeedFillTask_COUNT - ==> Parameters: 70205973(String), 1(Byte)
11:13:31.469 [http-nio-8382-exec-10] DEBUG c.l.u.d.L.selectNeedFillTask_COUNT - <==      Total: 1
11:13:31.469 [http-nio-8382-exec-10] DEBUG c.l.u.d.L.selectNeedFillTask - ==>  Preparing: SELECT a.id, a.task_type, a.rep_count, a.task_theme, a.start_date, a.end_date, a.task_detail, a.date_address, a.upload, a.meeting, a.meeting_type, a.open_is, a.appr, a.problem, a.task_state, a.sync_code, a.data_name, a.data_alias, a.crt_time, a.crt_user, a.crt_name, a.upd_time, a.upd_user, a.upd_name, b.fill_count, b.fill_state FROM lzjs_work_release a INNER JOIN lzjs_work_reporter b ON a.id = b.release_id WHERE a.task_state = 1 and b.rep_code = ? and a.task_type = ? order by b.fill_state, a.crt_time desc LIMIT ? 
11:13:31.470 [http-nio-8382-exec-10] DEBUG c.l.u.d.L.selectNeedFillTask - ==> Parameters: 70205973(String), 1(Byte), 10(Integer)
11:13:31.473 [http-nio-8382-exec-10] DEBUG c.l.u.d.L.selectNeedFillTask - <==      Total: 4
11:13:32.854 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByPrimaryKey - ==>  Preparing: SELECT id,task_type,rep_count,task_theme,theme_id,start_date,end_date,task_detail,date_address,upload,meeting,meeting_type,open_is,appr,problem,task_state,sync_code,parent_id,data_name,data_alias,crt_time,crt_user,crt_name,upd_time,upd_user,upd_name FROM lzjs_work_release WHERE id = ? 
11:13:32.855 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByPrimaryKey - ==> Parameters: 6(Integer)
11:13:32.857 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByPrimaryKey - <==      Total: 1
11:13:32.859 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByExample - ==>  Preparing: SELECT id,meeting_name,address,start_time,end_time,participant,absentees,crt_time,crt_user,crt_name,upd_time,upd_user,upd_name FROM lzjs_meeting_record WHERE ( ( end_time >= ? and start_time <= ? ) and ( crt_user = ? or upd_user = ? ) ) order by start_time DESC 
11:13:32.859 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByExample - ==> Parameters: 2021-04-29 00:00:00.0(Timestamp), 2021-04-30 00:00:00.0(Timestamp), 70205973(String), 70205973(String)
11:13:32.861 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByExample - <==      Total: 2
11:13:33.720 [http-nio-8382-exec-4] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==>  Preparing: select org_id, org_code, org_name, parent_id, parent_code,org_sort from t_org where org_state = 1 order by org_sort 
11:13:33.721 [http-nio-8382-exec-4] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==> Parameters: 
11:13:33.729 [http-nio-8382-exec-4] DEBUG c.l.u.d.OrganizationDao.orgTreeList - <==      Total: 419
11:13:34.061 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==>  Preparing: SELECT real_name as username,user_code as userCode,b.org_code as orgCode,b.org_name as orgName FROM t_user u INNER JOIN t_org b ON u.party_code=b.org_code WHERE u.user_id IN ( SELECT DISTINCT user_id FROM t_user_role WHERE role_id IN( SELECT DISTINCT role_id FROM t_role_menu WHERE menu_id= (SELECT menu_id FROM t_menu WHERE menu_perms=?))) order by b.org_code 
11:13:34.062 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==> Parameters: lzjs:yjzz:rwsh(String)
11:13:34.066 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - <==      Total: 88
11:13:36.660 [http-nio-8382-exec-6] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:36.661 [http-nio-8382-exec-6] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 李秀龙(String), 李秀龙(String)
11:13:36.693 [http-nio-8382-exec-6] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 1
11:13:40.628 [http-nio-8382-exec-5] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==>  Preparing: SELECT a.user_id userId, a.user_code userCode, a.username username, c.org_id orgId, c.org_code orgCode, c.org_name orgName FROM t_user a INNER JOIN t_user_org b ON a.user_id = b.user_id INNER JOIN t_org c ON b.org_id = c.org_id WHERE a.user_code LIKE CONCAT(?, '%') OR a.username LIKE CONCAT(?, '%') 
11:13:40.628 [http-nio-8382-exec-5] DEBUG c.l.u.d.U.selectLikeByNumAndName - ==> Parameters: 夏冰(String), 夏冰(String)
11:13:40.659 [http-nio-8382-exec-5] DEBUG c.l.u.d.U.selectLikeByNumAndName - <==      Total: 1
11:18:52.737 [http-nio-8382-exec-7] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==>  Preparing: select org_id, org_code, org_name, parent_id, parent_code,org_sort from t_org where org_state = 1 order by org_sort 
11:18:52.737 [http-nio-8382-exec-7] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==> Parameters: 
11:18:52.744 [http-nio-8382-exec-7] DEBUG c.l.u.d.OrganizationDao.orgTreeList - <==      Total: 419
11:18:53.739 [http-nio-8382-exec-3] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==>  Preparing: select org_id, org_code, org_name, parent_id, parent_code,org_sort from t_org where org_state = 1 order by org_sort 
11:18:53.739 [http-nio-8382-exec-3] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==> Parameters: 
11:18:53.746 [http-nio-8382-exec-3] DEBUG c.l.u.d.OrganizationDao.orgTreeList - <==      Total: 419
11:18:53.750 [http-nio-8382-exec-1] DEBUG c.l.u.d.R.selectRoleAndGroupNameByRoleIds - ==>  Preparing: SELECT a.role_id, a.role_code, a.role_name, a.group_type, b.group_name, a.data_scope, a.built_in, a.role_order FROM t_role a INNER JOIN t_role_group b ON a.group_type = b.id WHERE a.role_id IN ( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? ) ORDER BY a.group_type,a.role_order 
11:18:53.751 [http-nio-8382-exec-1] DEBUG c.l.u.d.R.selectRoleAndGroupNameByRoleIds - ==> Parameters: 16(Long), 3(Long), 4(Long), 5(Long), 7(Long), 8(Long), 10(Long), 1000(Long), 12(Long), 13(Long), 14(Long), 15(Long), 17(Long), 32(Long)
11:18:53.753 [http-nio-8382-exec-1] DEBUG c.l.u.d.R.selectRoleAndGroupNameByRoleIds - <==      Total: 14
11:18:54.090 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? ) 
11:18:54.091 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 1(Long)
11:18:54.093 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 48
11:18:54.094 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? ) 
11:18:54.094 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 98(Long), 130(Long), 131(Long), 132(Long), 133(Long), 134(Long), 135(Long), 136(Long), 137(Long), 139(Long), 147(Long), 149(Long), 150(Long), 151(Long), 152(Long), 153(Long), 154(Long), 275(Long), 276(Long), 277(Long), 278(Long), 279(Long), 280(Long), 281(Long), 282(Long), 283(Long), 284(Long), 285(Long), 289(Long), 290(Long), 291(Long), 292(Long), 293(Long), 294(Long), 295(Long), 296(Long), 312(Long), 313(Long), 314(Long), 317(Long), 346(Long), 365(Long), 378(Long), 379(Long), 380(Long), 381(Long), 382(Long), 383(Long)
11:18:54.095 [http-nio-8382-exec-10] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 0
11:18:54.997 [http-nio-8382-exec-8] DEBUG c.l.u.dao.RoleGroupDao.selectAll - ==>  Preparing: select id, group_name, built_in,group_order, crt_time, crt_user, crt_name, upd_time, upd_user, upd_name from t_role_group order by group_order 
11:18:54.997 [http-nio-8382-exec-8] DEBUG c.l.u.dao.RoleGroupDao.selectAll - ==> Parameters: 
11:18:55.002 [http-nio-8382-exec-8] DEBUG c.l.u.dao.RoleGroupDao.selectAll - <==      Total: 8
11:18:58.196 [http-nio-8382-exec-9] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==>  Preparing: select org_id, org_code, org_name, parent_id, parent_code,org_sort from t_org where org_state = 1 order by org_sort 
11:18:58.198 [http-nio-8382-exec-9] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==> Parameters: 
11:18:58.205 [http-nio-8382-exec-9] DEBUG c.l.u.d.OrganizationDao.orgTreeList - <==      Total: 419
11:18:58.206 [http-nio-8382-exec-6] DEBUG c.l.u.d.R.selectRoleAndGroupNameByRoleIds - ==>  Preparing: SELECT a.role_id, a.role_code, a.role_name, a.group_type, b.group_name, a.data_scope, a.built_in, a.role_order FROM t_role a INNER JOIN t_role_group b ON a.group_type = b.id WHERE a.role_id IN ( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? ) ORDER BY a.group_type,a.role_order 
11:18:58.207 [http-nio-8382-exec-6] DEBUG c.l.u.d.R.selectRoleAndGroupNameByRoleIds - ==> Parameters: 16(Long), 3(Long), 4(Long), 5(Long), 7(Long), 8(Long), 10(Long), 1000(Long), 12(Long), 13(Long), 14(Long), 15(Long), 17(Long), 32(Long)
11:18:58.216 [http-nio-8382-exec-6] DEBUG c.l.u.d.R.selectRoleAndGroupNameByRoleIds - <==      Total: 14
11:18:58.518 [http-nio-8382-exec-5] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? ) 
11:18:58.519 [http-nio-8382-exec-5] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 1(Long)
11:18:58.521 [http-nio-8382-exec-5] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 48
11:18:58.522 [http-nio-8382-exec-5] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? ) 
11:18:58.523 [http-nio-8382-exec-5] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 98(Long), 130(Long), 131(Long), 132(Long), 133(Long), 134(Long), 135(Long), 136(Long), 137(Long), 139(Long), 147(Long), 149(Long), 150(Long), 151(Long), 152(Long), 153(Long), 154(Long), 275(Long), 276(Long), 277(Long), 278(Long), 279(Long), 280(Long), 281(Long), 282(Long), 283(Long), 284(Long), 285(Long), 289(Long), 290(Long), 291(Long), 292(Long), 293(Long), 294(Long), 295(Long), 296(Long), 312(Long), 313(Long), 314(Long), 317(Long), 346(Long), 365(Long), 378(Long), 379(Long), 380(Long), 381(Long), 382(Long), 383(Long)
11:18:58.524 [http-nio-8382-exec-5] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 0
11:18:59.968 [http-nio-8382-exec-2] DEBUG c.l.u.dao.RoleGroupDao.selectAll - ==>  Preparing: select id, group_name, built_in,group_order, crt_time, crt_user, crt_name, upd_time, upd_user, upd_name from t_role_group order by group_order 
11:18:59.968 [http-nio-8382-exec-2] DEBUG c.l.u.dao.RoleGroupDao.selectAll - ==> Parameters: 
11:18:59.970 [http-nio-8382-exec-2] DEBUG c.l.u.dao.RoleGroupDao.selectAll - <==      Total: 8
11:19:14.331 [http-nio-8382-exec-10] DEBUG c.l.u.d.X.selectConditionAndPage_COUNT - ==>  Preparing: SELECT count(0) FROM xcxj_person_info a LEFT JOIN (SELECT person_code, count(DISTINCT plan_id) turn_count FROM xcxj_patrol_mem GROUP BY person_code) b ON a.user_code = b.person_code WHERE 1 = 1 
11:19:14.332 [http-nio-8382-exec-10] DEBUG c.l.u.d.X.selectConditionAndPage_COUNT - ==> Parameters: 
11:19:14.334 [http-nio-8382-exec-10] DEBUG c.l.u.d.X.selectConditionAndPage_COUNT - <==      Total: 1
11:19:14.334 [http-nio-8382-exec-10] DEBUG c.l.u.d.X.selectConditionAndPage - ==>  Preparing: SELECT a.user_code, a.username, a.post, a.sex, a.birthday, a.work_history, IFNULL( b.turn_count, 0 ) AS turn_count FROM xcxj_person_info a LEFT JOIN ( SELECT person_code, count( DISTINCT plan_id ) turn_count FROM xcxj_patrol_mem GROUP BY person_code ) b ON a.user_code = b.person_code WHERE 1 = 1 order by a.opt_time desc LIMIT ? 
11:19:14.335 [http-nio-8382-exec-10] DEBUG c.l.u.d.X.selectConditionAndPage - ==> Parameters: 10(Integer)
11:19:14.336 [http-nio-8382-exec-10] DEBUG c.l.u.d.X.selectConditionAndPage - <==      Total: 10
11:19:21.217 [http-nio-8382-exec-4] DEBUG c.l.u.d.L.selectNeedFillTask_COUNT - ==>  Preparing: SELECT count(0) FROM lzjs_work_release a INNER JOIN lzjs_work_reporter b ON a.id = b.release_id WHERE a.task_state = 1 AND b.rep_code = ? AND a.task_type = ? 
11:19:21.217 [http-nio-8382-exec-4] DEBUG c.l.u.d.L.selectNeedFillTask_COUNT - ==> Parameters: 70205973(String), 1(Byte)
11:19:21.219 [http-nio-8382-exec-4] DEBUG c.l.u.d.L.selectNeedFillTask_COUNT - <==      Total: 1
11:19:21.219 [http-nio-8382-exec-4] DEBUG c.l.u.d.L.selectNeedFillTask - ==>  Preparing: SELECT a.id, a.task_type, a.rep_count, a.task_theme, a.start_date, a.end_date, a.task_detail, a.date_address, a.upload, a.meeting, a.meeting_type, a.open_is, a.appr, a.problem, a.task_state, a.sync_code, a.data_name, a.data_alias, a.crt_time, a.crt_user, a.crt_name, a.upd_time, a.upd_user, a.upd_name, b.fill_count, b.fill_state FROM lzjs_work_release a INNER JOIN lzjs_work_reporter b ON a.id = b.release_id WHERE a.task_state = 1 and b.rep_code = ? and a.task_type = ? order by b.fill_state, a.crt_time desc LIMIT ? 
11:19:21.220 [http-nio-8382-exec-4] DEBUG c.l.u.d.L.selectNeedFillTask - ==> Parameters: 70205973(String), 1(Byte), 10(Integer)
11:19:21.223 [http-nio-8382-exec-4] DEBUG c.l.u.d.L.selectNeedFillTask - <==      Total: 4
11:19:23.216 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByPrimaryKey - ==>  Preparing: SELECT id,task_type,rep_count,task_theme,theme_id,start_date,end_date,task_detail,date_address,upload,meeting,meeting_type,open_is,appr,problem,task_state,sync_code,parent_id,data_name,data_alias,crt_time,crt_user,crt_name,upd_time,upd_user,upd_name FROM lzjs_work_release WHERE id = ? 
11:19:23.216 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByPrimaryKey - ==> Parameters: 6(Integer)
11:19:23.218 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByPrimaryKey - <==      Total: 1
11:19:23.220 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByExample - ==>  Preparing: SELECT id,meeting_name,address,start_time,end_time,participant,absentees,crt_time,crt_user,crt_name,upd_time,upd_user,upd_name FROM lzjs_meeting_record WHERE ( ( end_time >= ? and start_time <= ? ) and ( crt_user = ? or upd_user = ? ) ) order by start_time DESC 
11:19:23.221 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByExample - ==> Parameters: 2021-04-29 00:00:00.0(Timestamp), 2021-04-30 00:00:00.0(Timestamp), 70205973(String), 70205973(String)
11:19:23.222 [http-nio-8382-exec-8] DEBUG c.l.u.d.L.selectByExample - <==      Total: 2
11:19:24.470 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==>  Preparing: SELECT real_name as username,user_code as userCode,b.org_code as orgCode,b.org_name as orgName FROM t_user u INNER JOIN t_org b ON u.party_code=b.org_code WHERE u.user_id IN ( SELECT DISTINCT user_id FROM t_user_role WHERE role_id IN( SELECT DISTINCT role_id FROM t_role_menu WHERE menu_id= (SELECT menu_id FROM t_menu WHERE menu_perms=?))) order by b.org_code 
11:19:24.471 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - ==> Parameters: lzjs:yjzz:rwsh(String)
11:19:24.475 [http-nio-8382-exec-9] DEBUG c.l.u.dao.UserDao.selectByMenuPerm - <==      Total: 88
11:20:52.109 [http-nio-8382-exec-2] DEBUG c.l.u.dao.RoleGroupDao.selectAll - ==>  Preparing: select id, group_name, built_in,group_order, crt_time, crt_user, crt_name, upd_time, upd_user, upd_name from t_role_group order by group_order 
11:20:52.109 [http-nio-8382-exec-2] DEBUG c.l.u.dao.RoleGroupDao.selectAll - ==> Parameters: 
11:20:52.112 [http-nio-8382-exec-2] DEBUG c.l.u.dao.RoleGroupDao.selectAll - <==      Total: 8
11:21:14.130 [http-nio-8382-exec-10] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==>  Preparing: select org_id, org_code, org_name, parent_id, parent_code,org_sort from t_org where org_state = 1 order by org_sort 
11:21:14.131 [http-nio-8382-exec-10] DEBUG c.l.u.d.OrganizationDao.orgTreeList - ==> Parameters: 
11:21:14.137 [http-nio-8382-exec-1] DEBUG c.l.u.d.R.selectRoleAndGroupNameByRoleIds - ==>  Preparing: SELECT a.role_id, a.role_code, a.role_name, a.group_type, b.group_name, a.data_scope, a.built_in, a.role_order FROM t_role a INNER JOIN t_role_group b ON a.group_type = b.id WHERE a.role_id IN ( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? ) ORDER BY a.group_type,a.role_order 
11:21:14.138 [http-nio-8382-exec-1] DEBUG c.l.u.d.R.selectRoleAndGroupNameByRoleIds - ==> Parameters: 16(Long), 3(Long), 4(Long), 5(Long), 7(Long), 8(Long), 10(Long), 1000(Long), 12(Long), 13(Long), 14(Long), 15(Long), 17(Long), 32(Long)
11:21:14.139 [http-nio-8382-exec-10] DEBUG c.l.u.d.OrganizationDao.orgTreeList - <==      Total: 419
11:21:14.140 [http-nio-8382-exec-1] DEBUG c.l.u.d.R.selectRoleAndGroupNameByRoleIds - <==      Total: 14
11:21:14.528 [http-nio-8382-exec-4] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? ) 
11:21:14.529 [http-nio-8382-exec-4] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 1(Long)
11:21:14.530 [http-nio-8382-exec-4] DEBUG c.l.u.dao.UserDao.getChildOrgIds - <==      Total: 48
11:21:14.532 [http-nio-8382-exec-4] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==>  Preparing: select org_id from t_org where parent_id in ( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? ) 
11:21:14.533 [http-nio-8382-exec-4] DEBUG c.l.u.dao.UserDao.getChildOrgIds - ==> Parameters: 98(Long), 130(Long), 131(Long), 132(Long), 133(Long), 134(Long), 135(Long), 136(Long), 137(Long), 139(Long), 147(Long), 149(Long), 150(Long), 151(Long), 152(Long), 153(Long), 154(Long), 275(Long), 276(Long), 277(Long), 278(Long), 279(Long), 280(Long), 281(Long), 282(Long), 283(Long), 284(Long), 285(Long), 289(Long), 290(Long), 291(Long), 292(Long), 293(Long), 294(Long), 295(Long), 296(Long), 312(Long), 313(Long), 314(Long), 317(Long), 346(Long), 365(Long), 378(Long), 379(Long), 380(Long), 381(Long), 382(Long), 383(Long)
